latitude,longitude,speed,utc_timestamp,altitude,bearing
37.59442706,-122.41772734,33.869998931884766,1532666627000.0,101.0,141.89999389648438
37.59394981,-122.41725494,33.650001525878906,1532666629000.0,102.0,142.0
37.5934711,-122.41679941,33.869998931884766,1532666631000.0,106.0,141.89999389648438
37.59299356,-122.41631844,34.150001525878906,1532666633000.0,108.0,141.89999389648438
37.59251235,-122.4158505,33.97999954223633,1532666635000.0,111.0,142.1999969482422
37.59203252,-122.41537575,34.06999969482422,1532666637000.0,112.0,141.6999969482422
37.59154663,-122.41489042,34.13999938964844,1532666639000.0,114.0,142.0
37.59105796,-122.41441579,33.939998626708984,1532666641000.0,116.0,141.89999389648438
37.59057884,-122.41394004,34.189998626708984,1532666643000.0,117.0,141.8000030517578
37.59009091,-122.4134617,33.939998626708984,1532666645000.0,119.0,142.3000030517578
37.58960219,-122.4129813,34.18000030517578,1532666647000.0,122.0,141.6999969482422
37.58911703,-122.41251286,34.189998626708984,1532666649000.0,123.0,142.10000610351562
37.5886342,-122.41204044,34.18000030517578,1532666651000.0,124.0,141.8000030517578
37.58813858,-122.4115566,34.119998931884766,1532666653000.0,128.0,141.8000030517578
37.58764936,-122.41106901,34.439998626708984,1532666655000.0,129.0,140.6999969482422
37.58717632,-122.41055426,34.16999816894531,1532666657000.0,130.0,136.89999389648438
37.58675148,-122.41001461,33.970001220703125,1532666659000.0,133.0,133.39999389648438
37.58632745,-122.40944962,34.15999984741211,1532666661000.0,130.0,133.39999389648438
37.5859045,-122.40887965,33.9900016784668,1532666663000.0,130.0,133.10000610351562
37.58548552,-122.40832241,34.08000183105469,1532666665000.0,132.0,133.3000030517578
37.58505556,-122.40777137,34.16999816894531,1532666667000.0,132.0,135.5
37.58460754,-122.40723805,34.16999816894531,1532666669000.0,134.0,138.0
37.58413946,-122.40673882,34.189998626708984,1532666671000.0,136.0,140.5
37.58366014,-122.40626574,34.58000183105469,1532666673000.0,137.0,143.1999969482422
37.58316142,-122.40580607,34.40999984741211,1532666675000.0,136.0,145.8000030517578
37.58265025,-122.40538619,33.779998779296875,1532666677000.0,136.0,148.1999969482422
37.58212561,-122.40500491,33.31999969482422,1532666679000.0,137.0,152.3000030517578
37.58159552,-122.404668,32.7599983215332,1532666681000.0,137.0,154.89999389648438
37.58104033,-122.40435267,32.650001525878906,1532666683000.0,132.0,156.8000030517578
37.58050067,-122.40406059,32.369998931884766,1532666685000.0,131.0,157.5
37.7176913,-122.47266989,4.139999866485596,1532666087000.0,26.0,182.0
37.71757277,-122.472679,7.329999923706055,1532666089000.0,27.0,181.10000610351562
37.71742399,-122.47268488,8.390000343322754,1532666091000.0,26.0,181.5
37.71725206,-122.47268702,9.869999885559082,1532666093000.0,26.0,181.39999389648438
37.71706086,-122.4726863,10.710000038146973,1532666095000.0,26.0,177.39999389648438
37.71683254,-122.47265288,13.079999923706055,1532666097000.0,27.0,170.89999389648438
37.71656687,-122.47259055,15.390000343322754,1532666099000.0,27.0,166.39999389648438
37.71627233,-122.4724933,16.950000762939453,1532666101000.0,28.0,163.3000030517578
37.71596643,-122.47236852,18.270000457763672,1532666103000.0,27.0,163.10000610351562
37.71564668,-122.4722474,18.1299991607666,1532666105000.0,25.0,163.10000610351562
37.71533715,-122.47213377,17.93000030517578,1532666107000.0,24.0,163.60000610351562
37.71502853,-122.47201392,17.770000457763672,1532666109000.0,23.0,163.0
37.71471915,-122.47191626,17.850000381469727,1532666111000.0,22.0,163.8000030517578
37.71441453,-122.47180693,18.059999465942383,1532666113000.0,21.0,164.89999389648438
37.71409265,-122.47170807,18.469999313354492,1532666115000.0,19.0,166.39999389648438
37.71376075,-122.47161925,19.110000610351562,1532666117000.0,18.0,168.3000030517578
37.71341142,-122.47154452,19.780000686645508,1532666119000.0,17.0,170.3000030517578
37.71305458,-122.47146956,20.059999465942383,1532666121000.0,17.0,172.10000610351562
37.71268953,-122.47141622,20.520000457763672,1532666123000.0,18.0,173.10000610351562
37.71231041,-122.47135664,21.479999542236328,1532666125000.0,19.0,174.89999389648438
37.71192213,-122.47132217,21.3799991607666,1532666127000.0,19.0,176.6999969482422
37.71153438,-122.47130699,21.690000534057617,1532666129000.0,20.0,177.89999389648438
37.71113429,-122.47130484,22.049999237060547,1532666131000.0,23.0,180.1999969482422
37.71073597,-122.47131793,22.1299991607666,1532666133000.0,23.0,181.1999969482422
37.71033502,-122.47131886,22.329999923706055,1532666135000.0,23.0,179.8000030517578
37.70993956,-122.47133277,22.280000686645508,1532666137000.0,21.0,180.60000610351562
37.70953548,-122.4713422,22.459999084472656,1532666139000.0,22.0,180.8000030517578
37.7091226,-122.47132668,23.09000015258789,1532666141000.0,21.0,181.5
37.70871434,-122.47133036,23.34000015258789,1532666143000.0,21.0,185.10000610351562
37.70829635,-122.47139947,23.56999969482422,1532666145000.0,23.0,186.39999389648438
37.69347507,-122.47056427,29.09000015258789,1532666207000.0,12.0,179.10000610351562
37.69295833,-122.47055704,29.030000686645508,1532666209000.0,12.0,179.5
37.69243412,-122.47054872,28.760000228881836,1532666211000.0,11.0,179.39999389648438
37.69191843,-122.47053777,28.639999389648438,1532666213000.0,10.0,179.5
37.6914024,-122.47053237,28.8700008392334,1532666215000.0,10.0,179.5
37.69087535,-122.47052767,29.299999237060547,1532666217000.0,9.0,179.3000030517578
37.69033598,-122.4705196,29.81999969482422,1532666219000.0,8.0,179.89999389648438
37.68980083,-122.47054317,30.299999237060547,1532666221000.0,6.0,184.8000030517578
37.68925096,-122.47062513,30.610000610351562,1532666223000.0,6.0,190.89999389648438
37.68872194,-122.47077548,29.8799991607666,1532666225000.0,6.0,194.89999389648438
37.6882049,-122.47094968,29.850000381469727,1532666227000.0,8.0,194.5
37.68770202,-122.47112025,28.799999237060547,1532666229000.0,8.0,194.6999969482422
37.68719565,-122.47128369,28.639999389648438,1532666231000.0,10.0,193.1999969482422
37.68669909,-122.47140524,28.290000915527344,1532666233000.0,12.0,188.5
37.68620135,-122.47147011,28.200000762939453,1532666235000.0,13.0,184.1999969482422
37.6856955,-122.47150044,28.0,1532666237000.0,15.0,182.0
37.68519548,-122.47152342,27.860000610351562,1532666239000.0,16.0,182.6999969482422
37.68470397,-122.47155045,27.59000015258789,1532666241000.0,19.0,181.89999389648438
37.684199,-122.47156807,27.799999237060547,1532666243000.0,20.0,182.39999389648438
37.68369728,-122.47160483,27.920000076293945,1532666245000.0,22.0,182.39999389648438
37.68319489,-122.47163561,27.700000762939453,1532666247000.0,24.0,182.3000030517578
37.68269022,-122.47165716,27.729999542236328,1532666249000.0,26.0,182.5
37.68218638,-122.47168841,27.75,1532666251000.0,29.0,182.3000030517578
37.68168082,-122.47169801,27.75,1532666253000.0,30.0,182.5
37.68118721,-122.47172187,27.799999237060547,1532666255000.0,32.0,182.3000030517578
37.68068118,-122.47173968,27.969999313354492,1532666257000.0,33.0,182.3000030517578
37.6801819,-122.47177009,27.93000030517578,1532666259000.0,35.0,182.60000610351562
37.67967996,-122.47178947,27.65999984741211,1532666261000.0,38.0,181.3000030517578
37.67918572,-122.47178316,27.299999237060547,1532666263000.0,38.0,176.8000030517578
37.6787142,-122.47171583,26.540000915527344,1532666265000.0,39.0,171.3000030517578
37.72220045,-122.47245299,11.329999923706055,1532665967000.0,17.0,182.0
37.72204264,-122.47245148,7.659999847412109,1532665969000.0,17.0,182.10000610351562
37.72195456,-122.47245768,4.099999904632568,1532665971000.0,17.0,182.3000030517578
37.72191138,-122.47245247,1.9500000476837158,1532665973000.0,17.0,182.0
37.72189724,-122.47245083,1.2400000095367432,1532665975000.0,18.0,181.89999389648438
37.72187909,-122.47245662,0.3799999952316284,1532665977000.0,18.0,181.89999389648438
37.72186521,-122.47245362,0.15000000596046448,1532665979000.0,17.0,181.89999389648438
37.72186729,-122.47245064,0.0,1532665981000.0,16.0,0.0
37.72185757,-122.47244839,1.850000023841858,1532665983000.0,16.0,182.0
37.72179169,-122.47244667,4.329999923706055,1532665985000.0,18.0,186.60000610351562
37.72167167,-122.47246277,5.96999979019165,1532665987000.0,20.0,183.3000030517578
37.72153962,-122.47248784,7.739999771118164,1532665989000.0,21.0,182.6999969482422
37.7213764,-122.47250689,9.329999923706055,1532665991000.0,22.0,181.89999389648438
